"","AL0D_1_GLbulkRNAseq_sub","AL0D_2_GLbulkRNAseq_sub","AL0D_3_GLbulkRNAseq_sub","AL0D_4_GLbulkRNAseq_sub","AL0D_5_GLbulkRNAseq_sub","AL0R_1_GLbulkRNAseq_sub","AL0R_2_GLbulkRNAseq_sub","AL0R_3_GLbulkRNAseq_sub","AL0R_4_GLbulkRNAseq_sub","AL0R_5_GLbulkRNAseq_sub","AL40D_1_GLbulkRNAseq_sub","AL40D_2_GLbulkRNAseq_sub","AL40D_3_GLbulkRNAseq_sub","AL40D_4_GLbulkRNAseq_sub","AL40D_5_GLbulkRNAseq_sub","AL40R_1_GLbulkRNAseq_sub","AL40R_2_GLbulkRNAseq_sub","AL40R_3_GLbulkRNAseq_sub","AL40R_4_GLbulkRNAseq_sub","W0D_1_GLbulkRNAseq_sub","W0D_2_GLbulkRNAseq_sub","W0D_3_GLbulkRNAseq_sub","W0D_4_GLbulkRNAseq_sub","W0D_5_GLbulkRNAseq_sub","W0R_1_GLbulkRNAseq_sub","W0R_2_GLbulkRNAseq_sub","W0R_3_GLbulkRNAseq_sub","W0R_4_GLbulkRNAseq_sub","W0R_5_GLbulkRNAseq_sub","W40D_1_GLbulkRNAseq_sub","W40D_2_GLbulkRNAseq_sub","W40D_3_GLbulkRNAseq_sub","W40D_4_GLbulkRNAseq_sub","W40D_5_GLbulkRNAseq_sub","W40R_1_GLbulkRNAseq_sub","W40R_2_GLbulkRNAseq_sub","W40R_3_GLbulkRNAseq_sub","W40R_4_GLbulkRNAseq_sub","W40R_5_GLbulkRNAseq_sub"
"Bra002366",34.41,0,17.96,0,0,31.83,0,13.47,6.16,17.47,8.86,49.2,0,0,0,14.14,18.41,8.51,23.03,6.82,36.49,0,12.78,0,0,0,0,22.21,0,11.53,5.62,0,20.35,31.01,0,0,7.37,17.89,10.71
"Bra002367",24.82,22.55,7.69,10.65,0,13.15,18.49,3.75,8.73,0,25.13,20.58,17.45,27.52,20.31,0,0,12.23,9.75,13.82,20.75,9.07,14.22,4.05,13.85,3.43,28.6,8.38,2.63,15.85,25.01,9.39,25.58,4.32,10.41,0,8.19,7.41,4.9
"Bra002368",174.3,132.35,255.96,109.87,224.31,89.31,84.85,258.16,226.15,56.98,209.36,134.44,278.98,278,253.08,78.46,51.71,65.13,244.01,137.6,31.78,113.53,140.25,120.92,210.95,135.06,232.52,390.53,192.64,162.47,216.73,175.6,222.1,42.37,200.23,255.83,202.55,223.76,243.35
"Bra002369",30.44,28.05,5.26,22.23,0,0,0,0,3.59,0,31.04,0,0,9.55,6.98,0,21.13,15.02,6.7,12.09,14.23,12.47,44.26,8.41,9.62,14.24,0,4.32,0,33.07,32.45,38.7,23.56,17.93,17.95,10.01,8.5,10.29,20.45
"Bra002370",49.38,23.68,38.92,28.73,0,23.52,15.69,19.78,17.85,0,115.56,72.12,18.52,48.95,52.17,10.41,27.22,36.7,16.75,39.09,17.61,15.55,56.27,0,24.73,54.33,0,0,0,68.26,24.76,48.23,44.7,136.36,18.1,0,10.83,0,0
"Bra002371",24.93,22.86,34.44,27.11,6.48,22.29,31.08,0,8.81,0,4.23,28.98,47.25,62.15,17.09,6.63,34.37,8.2,16.42,9.9,23.25,66.16,24.04,13.7,15.65,23.21,41.32,21.15,13.42,26.89,15.86,0,28.8,14.61,11.71,12.25,6.93,16.74,3.32
"Bra002372",79.03,0,43.5,0,0,91.04,0,72.63,153.13,0,0,67.28,70.78,0,120.88,0,0,0,0,31.39,0,0,70.3,81.47,0,132.8,74,0,228.1,133.5,0,167.65,28.28,0,65.13,134.94,40.54,0,0
"Bra002373",20.94,19.88,0,0,0,19.65,0,16.59,0,0,0,15.13,0,0,0,8.71,0,0,28.22,8.29,29.73,13.11,15.73,0,20.68,0,0,0,0,0,27.68,0,6.25,0,7.61,21.21,9.08,11.04,4.42
"Bra002374",18.72,8.5,12.08,5.02,3.61,16.51,2.91,0,6.58,0,9.47,0,0,0,3.19,3.69,4.77,4.61,0,9.31,6.52,8.55,3.35,0,6.53,6.47,15.4,1.97,0,5.97,10.31,17.69,6.7,12.22,3.27,0,3.86,2.33,2.77
"Bra002375",20.5,0,21.46,0,0,38.41,51.83,64.85,44.2,214.34,31.79,59.16,30.32,0,43.01,42.58,0,30.42,27.59,8.12,43.63,0,30.75,17.57,0,14.84,34.84,0,34.95,13.92,20.29,0,0,37.28,7.44,20.74,8.87,21.57,8.63
"Bra002376",0,0,0,0,0,0,0,0,0,0,0,18.28,0,0,0,0,0,0,0,0,0,0,0,21.76,0,0,0,0,0,17.31,0,0,0,0,0,0,0,0,0
"Bra002377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002379",0,0,0,0,0,0,0,0,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002380",41.02,56.71,26.6,22.47,0,9.23,25.62,39.32,3.63,39.22,15.68,28.76,29.33,67.56,21.16,16.47,32.04,5.06,6.78,28.5,7.19,56.7,52.21,25.52,29.18,14.4,34.13,13.09,89.05,40.12,3.28,58.68,65.49,45.31,29.04,25.3,4.3,26,12.4
"Bra002381",0,0,8.71,75.08,0,0,0,26.09,11.93,0,17.16,35.73,36.56,16.06,34.79,0,17.82,8.25,0,6.62,11.79,10.37,12.37,0,0,11.94,0,14.35,9.32,22.32,10.88,64.33,14.78,0,0,8.36,7.14,8.66,17.28
"Bra002382",0,3.84,6.56,4.53,3.26,7.46,5.25,6.38,5.95,0,6.42,2.92,8.91,7.8,2.88,0,4.31,4.17,11.07,3.37,5.9,5.15,9.08,3.45,19.64,8.76,6.96,10.7,6.72,5.39,6.65,8,15.73,3.68,7.39,6.18,6.97,0,6.66
"Bra002383",11.54,0,6,0,0,0,0,8.89,8.19,0,0,8.12,16.58,0,0,9.31,0,0,15.29,18.33,0,21.32,8.43,0,38.51,0,0,9.84,0,0,14.83,0,3.36,20.48,8.2,17.14,9.72,52.92,4.68
"Bra002384",0,0,0,0,3.66,0,2.94,0,3.33,0,0,0,0,0,3.23,3.74,0,2.33,9.3,3.38,9.9,0,0,3.86,6.61,4.08,0,0,2.51,0,8.95,8.96,8.14,4.12,1.66,0,2.86,2.36,9.34
"Bra002385",12.46,19.71,29.93,0,43.97,19.27,13.35,0,19.05,0,26.75,7.5,47.21,0,25.73,4.3,11.14,25.92,0,10.81,22.67,22.32,34.54,29.57,12.69,0,0,16.89,26.97,26.16,35.58,0,32.76,0,19.76,14.63,6.4,14.46,51.31
"Bra002386",62.3,29.57,64.3,46.9,26.12,0,13.35,32.81,56.69,0,71.33,44.99,52.22,30.2,25.73,12.89,11.14,10.97,21.19,57.04,52.25,82.75,74.35,59.14,48.19,37.54,62.26,42.22,25.3,78.47,53.37,81.54,85.18,66.15,67.29,43.89,38.43,28.93,119.08
"Bra002387",124.97,39.53,174.49,71.52,100.85,58.62,39.52,181.4,29.95,0,53.87,75.21,61.69,20.36,116.6,17.33,45.22,10.31,126.26,57.75,29.57,39.1,109.46,53.62,92.51,45.3,177.15,144.21,154.14,85.02,130.73,80.85,68.4,151.68,113.45,137.07,162.43,76.81,109.77
"Bra002388",38.85,26.82,35.26,0,37.99,26.19,6.06,29.75,24.07,73.96,9.9,13.6,13.87,9.12,20.02,19.47,20.19,14.37,25.65,23.14,27.22,5.96,49.37,16.08,13.79,13.62,40.36,24.77,63.11,37.92,24.82,0,14.08,8.57,27.47,23.94,20.33,19.66,35.16
"Bra002389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002393",80.79,129.97,170.11,316.3,110.53,0,102.91,260.61,117.17,0,14.05,98.95,81.42,53.83,19.03,34.31,179.69,53.4,201.7,63.91,154.04,34.06,102.99,259.33,108.84,159.08,162.37,141.21,220.77,56.35,27.2,52.8,57.22,0,69.46,193.67,23.79,145.06,169.02
"Bra002394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002396",0,0,0,0,0,0,0,21.24,0,0,0,0,0,26.31,0,0,29.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002397",0,0,0,0,0,0,0,157.79,66.29,0,95.43,0,0,0,0,0,0,0,0,0,0,0,0,187.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002398",0,0,0,0,0,0,0,0,3.58,0,5.15,0,0,0,13.88,0,0,0,0,4.01,0,0,0,0,0,7.08,0,0,5.47,0,6.46,0,5.86,0,0,0,4.23,5.12,2.03
"Bra002399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002400",35.04,49.41,0,0,28.01,16.22,0,0,56.43,71.34,0,37.6,51.32,0,0,7.21,0,0,0,0,0,10.9,0,0,17.07,25.15,29.6,15.08,0,58.79,17.19,0,0,0,6.31,0,0,18.24,18.21
"Bra002401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002403",43.97,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,14.48,9.76,0,10.33,0,10.8,0,14.13,0,0,12.56,0,0,28.51,0,12.91,13.11,5.24,0,12.46,0,3.01
"Bra002404",9.12,0,9.45,9.94,7.12,0,11.37,13.94,0,0,4.64,0,19.49,8.54,0,0,0,8.99,12.02,0,0,0,6.61,0,4.31,0,0,11.61,19.69,5.92,0,0,5.28,0,3.22,8.97,7.62,4.6,9.15
"Bra002405",0,37,0,0,23.59,9.04,12.54,7.7,3.56,0,0,7.04,14.35,9.44,6.9,12.09,10.45,0,19.9,7.97,0,6.17,0,8.32,14.28,0,0,21.35,5.44,26.17,0,0,5.83,0,28.42,24.76,16.83,15.26,36.4
"Bra002406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,0,0,0,0,0,7.05,0,0,0,0,0,0,6.32,3.1,0,0,0,0,0,0,0,11.72
"Bra002407",0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,0,0,0,4.46,0,0,0,0,6.13,3.01,0,2.73,0,3.33,4.64,3.94,0,0
"Bra002408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002409",0,0,0,0,0,60.07,59.1,0,22.44,0,64.59,0,0,0,65.7,0,34.77,15.28,42.21,24.34,22.12,39.21,23.83,27.3,31.57,0,0,13.54,36.71,0,20.99,121.51,56.69,57.68,34.35,15.96,0,33.63,27.11
"Bra002410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002411",76.52,98.09,53.64,29.78,125.13,0,16.22,122.9,175.37,167.69,106.24,37.34,38.37,25.36,53.96,161.72,0,50.56,138.59,70.65,18.21,64.36,174.83,66.68,25.63,93.77,21.91,111.21,74.19,141.49,162.43,49.89,192.82,47.06,159.23,78.35,168.22,54.68,148.13
"Bra002412",24.89,0,18.34,3.79,13.67,6.24,13.22,10.69,3.74,6.44,12.57,17.13,2.49,9.81,2.42,0,3.61,17.5,4.64,5.66,9.89,6.48,12.68,11.55,8.23,6.34,20.42,11.97,11.25,15.81,17.84,13.41,18.26,12.34,16.1,8.63,4.38,14.08,13.33
"Bra002413",0,0,7.19,15.36,21.87,12.61,0,0,14.76,0,0,9.78,10,0,47.79,5.61,0,0,0,0,0,8.54,0,23.18,0,0,11.58,11.82,7.62,0,26.81,0,8.1,12.33,9.87,6.88,23.43,7.1,2.83
"Bra002414",0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0
"Bra002415",9.12,0,4.72,0,7.12,8.17,0,13.94,12.9,0,0,12.74,6.5,0,12.51,7.29,0,4.5,0,7.24,0,0,6.61,0,0,0,0,3.87,4.92,0,0,17.35,10.55,0,0,0,0,4.6,12.8
"Bra002416",17.85,16.4,0,0,0,0,0,0,9.47,0,4.54,6.24,0,0,12.25,3.57,9.25,0,11.77,10.64,0,5.47,6.47,0,8.43,6.24,0,0,24.08,0,11.38,0,0,0,3.15,0,3.73,4.51,0
"Bra002417",14.05,25.67,18.17,15.2,5.46,6.25,17.49,0,7.43,0,21.39,29.29,14.91,13.07,14.42,13.96,0,6.92,4.62,11.17,4.91,21.46,5.06,0,16.46,14.66,17.42,11.89,0,22.61,24.48,26.66,26.29,18.46,17.27,0,8.75,3.52,5.59
"Bra002418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,14.19,0,3.26,0,0,0,0,0
"Bra002419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002421",0,0,8.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,0,0,0,0
"Bra002422",224.19,0,40.98,0,68.44,0,0,204.32,0,0,41.67,0,66.1,0,113.66,112.6,0,37.63,54.51,0,56.39,102.67,65.74,0,0,62.28,69.61,104.33,0,0,59.18,0,131.74,158.7,91.6,0,151.65,186.16,219.14
"Bra002423",10.39,86.24,113.24,91.16,81.46,93.64,90.9,79.74,36.83,109.43,21.2,102.06,104.1,78.28,78.64,29.23,86.64,97.42,48.09,24.76,72.88,57.48,52.93,129.36,64.11,51.1,138.39,61.92,67.73,115.26,13.31,0,21.13,64.32,18.4,30.78,17.44,26.36,33.54
"Bra002424",38.72,65.94,42.48,15.57,59.77,21.35,39.05,54.79,32.34,13.28,51.43,56.84,51.02,17.88,59.38,3.82,29.63,16.69,25.34,51.95,80.92,35.35,51.96,74.98,29.25,43.47,63.71,20.41,28.22,61.79,100.56,82.34,84.5,29.5,38.9,42.44,63.86,52.97,32.44
"Bra002425",0,0,20.15,0,0,0,0,0,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45,13.9,16.34,16.63,0,13.03,0,0,0,0,0,9.72,0,0,16.14
"Bra002426",4.25,0,2.19,9.09,3.27,18.7,5.27,12.8,4.51,3.87,4.3,0,8.94,11.75,2.89,1.67,17.3,4.18,8.33,11.82,11.83,10.33,12.14,3.46,3.94,5.86,3.49,1.79,6.74,8.12,9.58,16.05,10.93,7.39,10.38,4.13,5.25,14.76,16.71
"Bra002427",8.15,11.09,16.83,4.36,0,21.53,5.06,3.07,11.46,0,10.31,0,20.01,11.27,11.1,3.21,0,2.01,5.33,11.35,11.35,2.48,5.82,6.63,3.78,2.81,10.05,5.15,15.08,10.38,23.06,23.1,17.47,10.63,7.11,5.95,15.1,12.14,16.03
"Bra002428",0,0,15.58,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,4.94,6.62,0,7.02,0,0,0,4.75,0,0,0,0,0,0,0,0,8.85,0,0,0,0,2.02
"Bra002429",0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,8.92,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0
"Bra002430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002431",0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002432",19,17.47,4.92,0,22.28,8.53,11.85,0,3.36,0,9.67,19.94,6.78,0,0,7.61,29.59,0,6.27,15.09,19.96,11.65,20.67,7.86,17.97,13.31,15.78,12.11,20.55,18.52,15.16,0,11.01,8.38,13.42,4.68,7.94,4.8,3.82
"Bra002433",40.59,59.52,21.02,105.84,25.29,72.52,20.23,49.5,28.68,61.01,57.78,22.64,51.89,30.33,22.25,16.19,75.48,4,26.73,41.93,73.81,64.6,29.34,26.75,42.02,39.65,53.8,51.63,43.65,41.99,15.48,77.15,35.15,64.2,45.75,63.78,30.43,65.37,32.44
"Bra002434",0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,3.59,0,4.42,0,0,6.28,0,0,0,0,6.27,0,0,0,5.82,2.86,17.07,0,0,3.16,0,3.74,0,0
"Bra002435",0,0,0,0,0,0,0,0,105.86,0,0,0,0,0,0,0,0,0,0,0,0,0,260.02,302.25,0,0,0,0,0,0,0,0,0,0,121.83,0,0,0,0
"Bra002436",0,106.22,153.83,187.6,88.46,0,93.58,169.3,91.18,0,110.29,181.3,42.37,155.02,39.64,21.86,115.35,53.54,370.72,155.93,175.32,62.79,77.98,245.44,212.8,160.41,140.82,139.61,215.35,0,0,0,92.64,0,41.09,325.04,236.74,431.32,27.22
"Bra002437",0,0,0,0,0,0,0,0,0,0,0,0,15.16,0,0,0,0,0,13.8,8.12,0,0,0,17.57,0,0,0,0,0,13.92,0,0,0,0,7.44,10.37,0,0,21.57
"Bra002438",0,0,0,0,0,11.11,0,0,4.35,0,0,0,0,0,0,4.95,0,0,0,4.86,17.2,0,0,0,11.69,0,0,0,0,0,3.94,0,0,0,0,0,5.16,18.75,2.49
"Bra002439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002440",27.9,0,0,0,22.97,0,0,22.57,10.13,93.84,0,0,0,0,0,0,0,0,171.28,11.03,19.97,17.68,21.41,122.52,0,0,0,97.69,393.9,0,18.84,0,0,25.92,216.39,0,24.72,45.25,0
"Bra002441",0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38,0,5.37,0,0,0,11.84,0,0,0,0
"Bra002442",9.5,8.74,9.85,10.38,0,8.53,5.93,0,6.72,18.05,9.67,0,20.33,17.83,6.52,7.61,9.86,4.68,6.27,7.54,0,0,13.78,7.86,4.49,0,15.78,4.04,25.69,0,3.03,0,5.5,25.13,0,4.68,0,9.61,1.91
"Bra002443",0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,16.32,0,0,0,0,0,0,19.91,0,0,0,0,0,0,0,0,0,12.17,4.88
"Bra002444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002448",0,13.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35,0,0,0,0,0,0,0,0,0
"Bra002449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.68,0,0,9.3,0,0,0,0,0,0,0,5.64,0,0,19.14,8.18,0,0
"Bra002451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002454",5.81,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.31,0,0,4.17,0,2.71,0,0,2.45,0,0,7.34,0,1.67,0,10.17,0,2.4,2.9,2.3
"Bra002455",0,0,0,0,0,0,4.55,0,0,0,0,0,5.17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2.32,27.73,6.31,0,2.57,3.58,3.03,0,1.45
"Bra002456",24.14,5.5,15.6,6.5,9.35,5.35,3.75,9.14,8.5,5.57,6.12,4.18,21.29,5.6,4.12,2.39,0,14.87,3.96,9.6,12.63,3.68,8.67,9.88,19.73,4.19,14.93,0,3.22,3.87,7.63,0,13.86,5.27,4.23,2.95,12.49,6.03,5.98
"Bra002457",0,0,2.28,0,0,0,0,3.33,1.55,0,2.23,0,3.1,0,0,1.74,4.5,0,2.89,0,0,10.74,3.15,0,0,6.09,3.63,3.72,0,2.81,1.39,0,3.79,0,0,12.89,1.82,17.54,1.74
"Bra002458",4.89,0,7.57,5.24,3.77,0,0,3.69,0,4.47,0,3.38,3.44,0,0,0,0,0,0,5.83,0,2.98,0,3.99,0,3.38,8.05,4.12,0,6.24,4.62,18.49,8.4,4.26,3.42,0,2.02,2.43,5.78
"Bra002459",0,0,0,95.88,65.78,0,25.05,0,14.29,0,0,0,0,40.53,27.96,0,135.64,38.6,0,0,56.28,0,30.77,0,0,0,34.21,0,0,0,0,0,0,0,0,20.49,0,0,17.68
"Bra002460",36.61,36.33,58.29,0,185.12,0,23.58,91.14,121.02,0,58.06,166.01,114.41,0,52.57,80.4,0,0,177.4,57.83,0,47.1,144.21,99.27,57.57,139.08,0,146.15,67.24,292.09,127.11,0,68.53,0,55.19,57.71,33.32,102.03,140.47
"Bra002461",190.1,56.81,108.99,1.68,83.47,108.62,50.39,0,21.94,20.17,100.24,63.69,81.23,34.33,68.67,0,36.54,14.14,66.34,121.33,57.13,17.52,140.15,141.92,29.61,34.98,0.63,1.05,5.53,136.9,200.94,288.89,109,61.95,40.16,17.69,146.53,42.26,23.32
"Bra002462",0,0,0,0,0,0,0,0,0,0,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002463",0,0,0,0,0,0,0,0,0,0,23.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002464",43.25,72.48,63.41,31.21,56.01,25.67,26.92,60.26,61.04,0,29.28,65.16,51.05,26.85,73.99,25.8,22.26,24.87,85.29,60.15,10.07,52.87,93.52,35.53,50.71,40.13,23.84,100.71,54.05,97.53,123.41,54.72,89.27,37.9,106.39,113.02,101.79,68.71,121.98
"Bra002465",0,0,0,0,0,0,0,0,9.46,0,0,9.4,9.6,0,0,0,0,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61,0,6.81,0
"Bra002466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002468",140.14,38.87,81.89,78.8,28.32,64.82,87.11,50.77,60.1,0,71.04,50.68,60.19,28.26,70.75,16.9,37.48,30.02,43.97,84.76,93.53,37.17,52.52,34.92,28.46,33.8,80.42,18.03,9.74,50.81,82.79,196.22,92.73,58.56,32.03,29.77,58.01,48.71,14.49
"Bra002469",0,0,0,0,0,0,0,0,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002470",0,0,0,0,0,0,0,0,0,0,0,0,0,8.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,5.98,2.94,0,7.99,8.11,6.5,0,3.85,0,0
"Bra002471",0,0,6.38,0,0,0,23.06,0,8.73,0,0,17.31,0,0,16.94,14.89,0,6.06,0,4.87,0,7.57,0,0,5.87,8.67,0,0,13.45,16.14,0,0,3.58,0,4.37,0,10.36,6.27,12.48
"Bra002472",0,0,5.69,0,0,0,0,8.42,3.88,0,0,0,0,20.67,7.54,8.82,11.44,0,7.25,13.05,15.37,0,7.98,9.11,0,0,9.13,4.67,5.96,0,3.51,0,15.93,0,7.77,0,9.2,5.57,11.07
"Bra002473",20.18,19.11,10.56,0,0,0,0,15.94,0,0,0,0,0,0,14.1,8.37,0,0,0,15.98,14.31,0,15.12,17.28,0,14.6,0,34.89,22.9,13.69,13.3,0,6.01,0,0,20.39,17.45,0,42.41
"Bra002474",20.96,0,48.93,22.98,49.29,0,19.64,0,3.71,0,10.69,7.35,37.49,9.87,50.46,0,0,5.17,34.64,4.16,14.7,19.32,45.75,34.79,14.92,0,0,22.3,0,54.7,60.38,19.99,30.43,37.06,48.24,41.39,0,37.22,73.99
"Bra002475",0,13.25,14.81,0,0,0,0,0,0,0,7.29,0,0,0,0,0,0,0,9.47,0,0,8.8,0,0,0,0,0,0,0,0,9.21,0,8.35,0,10.17,0,6.04,0,23.32
"Bra002476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra002478",0,0,0,0,0,0,0,71.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.62,0,0,0,0,55.69,0,31.02,0,0,0,0,0,0,0,0
"Bra002479",0,5.04,11.44,0,4.28,4.9,0,12.55,3.9,0,5.61,3.83,7.8,0,0,2.19,0,2.73,0,0,0,0,7.94,4.52,7.74,3.83,4.56,2.34,2.94,21.25,17.46,20.95,14.28,19.31,9.68,5.4,4.57,5.52,13.13
"Bra002480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,0,0,0,0
